sale_id,business_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,event_ts
S000015013,2026-07-07,ST012,C001533,P00222,5,6250.21,5,WALLET,2026-07-07T16:14:00
S000015014,2026-07-07,ST027,C001249,P00010,4,4235.75,15,CASH,2026-07-07T09:35:00
S000015015,2026-07-07,ST023,C001539,P00003,3,3003.89,10,CASH,2026-07-07T17:40:00
S000015016,2026-07-07,ST001,C001214,P00184,2,5148.09,20,CASH,2026-07-07T11:54:00
S000015017,2026-07-07,ST009,C000870,P00146,2,1384.51,15,CASH,2026-07-07T09:29:00
S000015018,2026-07-07,ST027,C001289,P00199,3,2239.98,20,UPI,2026-07-07T21:21:00
S000015019,2026-07-07,ST030,C001644,P00070,3,3157.17,0,UPI,2026-07-07T10:15:00
S000015020,2026-07-07,ST015,C000703,P00143,4,575.49,5,CARD,2026-07-07T20:51:00
S000015021,2026-07-07,ST029,C000142,P00066,1,4986.12,10,WALLET,2026-07-07T16:27:00
S000015022,2026-07-07,ST001,C001420,P00190,5,1237.33,20,WALLET,2026-07-07T13:14:00
S000015023,2026-07-07,ST009,C000371,P00262,1,385.67,0,CARD,2026-07-07T09:56:00
S000015024,2026-07-07,ST001,C001083,P00143,4,575.49,0,CARD,2026-07-07T13:53:00
S000015025,2026-07-07,ST015,C001166,P00234,5,5373.1,15,WALLET,2026-07-07T17:48:00
S000015026,2026-07-07,ST020,C001144,P00004,1,3427.15,15,CARD,2026-07-07T10:46:00
S000015027,2026-07-07,ST019,C000228,P00070,5,3157.17,20,CASH,2026-07-07T10:44:00
S000015028,2026-07-07,ST002,C001786,P00166,3,5464.18,0,WALLET,2026-07-07T18:57:00
S000015029,2026-07-07,ST004,C001680,P00295,2,3210.29,20,CASH,2026-07-07T20:36:00
S000015030,2026-07-07,ST018,C000588,P00153,5,5637.81,20,CARD,2026-07-07T17:28:00
S000015031,2026-07-07,ST022,C000181,P00184,3,5148.09,5,UPI,2026-07-07T14:50:00
S000015032,2026-07-07,ST014,C001594,P00118,4,6214.06,5,WALLET,2026-07-07T14:37:00
S000015033,2026-07-07,ST009,C001596,P00192,2,2575.15,0,CASH,2026-07-07T18:17:00
S000015034,2026-07-07,ST030,C001376,P00001,2,2225.08,15,CARD,2026-07-07T14:35:00
S000015035,2026-07-07,ST022,C001571,P00039,4,6194.85,5,UPI,2026-07-07T19:47:00
S000015036,2026-07-07,ST025,C000150,P00086,1,121.55,15,WALLET,2026-07-07T21:09:00
S000015037,2026-07-07,ST001,C000411,P00078,2,920.47,15,WALLET,2026-07-07T18:51:00
S000015038,2026-07-07,ST013,C001764,P00276,3,5483.9,5,UPI,2026-07-07T12:31:00
S000015039,2026-07-07,ST028,C000581,P00273,5,4240.59,10,CASH,2026-07-07T16:51:00
S000015040,2026-07-07,ST028,C001101,P00294,5,1157.16,20,UPI,2026-07-07T15:36:00
S000015041,2026-07-07,ST001,C000411,P00262,3,385.67,20,CASH,2026-07-07T09:16:00
S000015042,2026-07-07,ST013,C001112,P00082,5,4946.95,5,CASH,2026-07-07T15:36:00
S000015043,2026-07-07,ST003,C001932,P00235,4,4264.53,0,CARD,2026-07-07T20:05:00
S000015044,2026-07-07,ST020,C001283,P00037,5,3756.74,20,CARD,2026-07-07T16:43:00
S000015045,2026-07-07,ST025,C000492,P00165,2,6047.23,15,CASH,2026-07-07T10:14:00
S000015046,2026-07-07,ST029,C001640,P00199,3,2239.98,0,CARD,2026-07-07T12:29:00
S000015047,2026-07-07,ST004,C000147,P00159,4,2836.83,10,CASH,2026-07-07T16:05:00
S000015048,2026-07-07,ST010,C000643,P00029,4,2357.94,0,UPI,2026-07-07T12:29:00
