sale_id,business_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,event_ts
S000005005,2026-07-03,ST027,C000529,P00078,1,920.47,15,UPI,2026-07-03T20:21:00
S000005006,2026-07-03,ST022,C001194,P00170,2,3725.43,10,CARD,2026-07-03T14:13:00
S000005007,2026-07-03,ST026,C000926,P00018,1,3859.41,10,CARD,2026-07-03T09:24:00
S000005008,2026-07-03,ST004,C001547,P00270,3,1553.87,0,CARD,2026-07-03T14:31:00
S000005009,2026-07-03,ST004,C000713,P00267,1,1877.64,5,CARD,2026-07-03T13:04:00
S000005010,2026-07-03,ST018,C000260,P00018,3,3859.41,10,WALLET,2026-07-03T17:11:00
S000005011,2026-07-03,ST014,C000009,P00245,5,3514.48,5,CARD,2026-07-03T15:25:00
S000005012,2026-07-03,ST019,C001607,P00078,3,920.47,15,WALLET,2026-07-03T12:24:00
S000005013,2026-07-03,ST021,C000341,P00148,5,2110.61,0,CARD,2026-07-03T20:03:00
S000005014,2026-07-03,ST009,C001644,P00296,5,636.22,10,CASH,2026-07-03T13:48:00
S000005015,2026-07-03,ST012,C001263,P00116,5,3204.03,15,UPI,2026-07-03T16:17:00
S000005016,2026-07-03,ST028,C000418,P00224,1,5038.87,15,WALLET,2026-07-03T17:56:00
S000005017,2026-07-03,ST030,C001853,P00220,2,2245.74,5,CARD,2026-07-03T17:07:00
S000005018,2026-07-03,ST019,C001096,P00254,3,3746.16,0,CARD,2026-07-03T21:04:00
S000005019,2026-07-03,ST008,C001335,P00114,4,5146.05,20,CARD,2026-07-03T21:49:00
S000005020,2026-07-03,ST002,C000619,P00030,1,2623.49,10,UPI,2026-07-03T10:31:00
S000005021,2026-07-03,ST022,C001660,P00114,1,5146.05,20,CARD,2026-07-03T18:57:00
S000005022,2026-07-03,ST002,C000917,P00004,3,3427.15,5,UPI,2026-07-03T17:50:00
S000005023,2026-07-03,ST016,C000483,P00175,4,3005.88,5,CARD,2026-07-03T15:18:00
S000005024,2026-07-03,ST006,C000985,P00042,2,3461.27,20,WALLET,2026-07-03T13:50:00
S000005025,2026-07-03,ST017,C000981,P00053,4,4968.89,15,CASH,2026-07-03T19:07:00
S000005026,2026-07-03,ST018,C000153,P00031,1,2536.83,15,UPI,2026-07-03T18:04:00
S000005027,2026-07-03,ST030,C000942,P00112,5,1928.29,5,CASH,2026-07-03T10:34:00
S000005028,2026-07-03,ST027,C001125,P00274,5,1734.59,0,WALLET,2026-07-03T10:39:00
S000005029,2026-07-03,ST026,C001477,P00119,1,123.74,0,WALLET,2026-07-03T12:52:00
S000005030,2026-07-03,ST012,C000047,P00190,1,1237.33,15,CASH,2026-07-03T17:24:00
S000005031,2026-07-03,ST020,C001102,P00012,4,3086.13,5,WALLET,2026-07-03T21:31:00
S000005032,2026-07-03,ST029,C000045,P00221,3,4314.55,5,WALLET,2026-07-03T13:10:00
S000005033,2026-07-03,ST006,C000189,P00006,2,396.89,20,CASH,2026-07-03T17:05:00
S000005034,2026-07-03,ST025,C000033,P00048,5,1373.11,5,CARD,2026-07-03T11:39:00
S000005035,2026-07-03,ST026,C001186,P00256,1,4352.39,5,UPI,2026-07-03T10:39:00
S000005036,2026-07-03,ST003,C001429,P00082,2,4946.95,5,CASH,2026-07-03T10:46:00
S000005037,2026-07-03,ST008,C000354,P00064,2,1429.78,10,UPI,2026-07-03T17:41:00
S000005038,2026-07-03,ST007,C000809,P00288,5,6360.96,15,CARD,2026-07-03T16:44:00
S000005039,2026-07-03,ST018,C001392,P00278,4,168.06,15,CASH,2026-07-03T19:30:00
S000005040,2026-07-03,ST023,C001613,P00071,5,686.58,0,CARD,2026-07-03T12:23:00
S000005041,2026-07-03,ST016,C001017,P00029,3,2357.94,20,CASH,2026-07-03T19:58:00
S000005042,2026-07-03,ST024,C001551,P00129,1,4087.75,0,WALLET,2026-07-03T21:29:00
S000005043,2026-07-03,ST004,C001527,P00205,4,2886.28,20,WALLET,2026-07-03T16:48:00
S000005044,2026-07-03,ST029,C001145,P00289,3,1538.37,10,WALLET,2026-07-03T16:54:00
S000005045,2026-07-03,ST010,C000972,P00192,4,2575.15,0,UPI,2026-07-03T19:06:00
S000005046,2026-07-03,ST024,C001868,P00092,3,579.88,0,WALLET,2026-07-03T10:05:00
S000005047,2026-07-03,ST006,C000610,P00182,2,3988.7,10,WALLET,2026-07-03T13:29:00
S000005048,2026-07-03,ST005,C001709,P00131,3,1446.43,15,WALLET,2026-07-03T10:35:00
S000005049,2026-07-03,ST027,C000020,P00214,2,3134.98,15,UPI,2026-07-03T14:03:00
S000005050,2026-07-03,ST017,C000089,P00182,3,3988.7,20,UPI,2026-07-03T12:26:00
S000005051,2026-07-03,ST011,C000885,P00177,1,3215.02,15,CASH,2026-07-03T12:25:00
S000005052,2026-07-03,ST016,C001343,P00104,1,4736.87,10,CASH,2026-07-03T10:02:00
S000005053,2026-07-03,ST008,C001354,P00239,2,895.02,5,WALLET,2026-07-03T19:56:00
S000005054,2026-07-03,ST028,C000575,P00296,4,636.22,10,UPI,2026-07-03T18:53:00
S000005055,2026-07-03,ST011,C000213,P00131,3,1446.43,10,UPI,2026-07-03T10:20:00
S000005056,2026-07-03,ST015,C000126,P00165,1,6047.23,0,CARD,2026-07-03T14:22:00
S000005057,2026-07-03,ST020,C000448,P00052,5,2498.75,15,UPI,2026-07-03T12:33:00
S000005058,2026-07-03,ST022,C001540,P00009,4,3929.9,15,UPI,2026-07-03T09:21:00
S000005059,2026-07-03,ST019,C001714,P00233,2,3249.99,0,CARD,2026-07-03T20:37:00
S000005060,2026-07-03,ST011,C000745,P00121,5,4472.23,15,UPI,2026-07-03T10:47:00
S000005061,2026-07-03,ST002,C001190,P00046,2,2314.62,10,UPI,2026-07-03T18:59:00
S000005062,2026-07-03,ST006,C000611,P00110,5,4613.77,15,CASH,2026-07-03T20:09:00
S000005063,2026-07-03,ST005,C000201,P00076,3,3013.92,10,WALLET,2026-07-03T19:19:00
S000005064,2026-07-03,ST020,C001778,P00019,1,723.62,5,WALLET,2026-07-03T09:19:00
S000005065,2026-07-03,ST003,C001027,P00178,2,2346.37,0,WALLET,2026-07-03T10:17:00
S000005066,2026-07-03,ST002,C001596,P00188,3,5887.03,0,WALLET,2026-07-03T14:50:00
S000005067,2026-07-03,ST023,C000996,P00243,2,1480.6,20,CARD,2026-07-03T20:11:00
S000005068,2026-07-03,ST028,C000947,P00139,3,1419.92,20,UPI,2026-07-03T19:38:00
S000005069,2026-07-03,ST030,C000947,P00270,1,1553.87,5,CARD,2026-07-03T10:53:00
S000005070,2026-07-03,ST005,C001919,P00131,3,1446.43,5,UPI,2026-07-03T18:29:00
S000005071,2026-07-03,ST011,C001202,P00079,5,2621.56,0,CARD,2026-07-03T10:51:00
S000005072,2026-07-03,ST027,C000463,P00148,5,2110.61,5,CARD,2026-07-03T21:46:00
S000005073,2026-07-03,ST003,C001269,P00207,3,4058.06,15,CASH,2026-07-03T16:11:00
S000005074,2026-07-03,ST013,C000092,P00110,3,4613.77,15,UPI,2026-07-03T14:53:00
S000005075,2026-07-03,ST003,C000675,P00075,3,5247.74,5,CASH,2026-07-03T09:53:00
S000005076,2026-07-03,ST029,C000466,P00011,5,1370.88,0,CARD,2026-07-03T19:35:00
S000005077,2026-07-03,ST002,C001206,P00024,1,5227.35,0,WALLET,2026-07-03T11:44:00
S000005078,2026-07-03,ST023,C001054,P00186,2,6045.03,20,UPI,2026-07-03T12:20:00
S000005079,2026-07-03,ST002,C001039,P00093,4,3198.32,5,CASH,2026-07-03T15:51:00
S000005080,2026-07-03,ST018,C001031,P00116,3,3204.03,5,CASH,2026-07-03T20:28:00
S000005081,2026-07-03,ST008,C000775,P00224,2,5038.87,20,UPI,2026-07-03T21:10:00
S000005082,2026-07-03,ST002,C000346,P00292,3,594.48,0,UPI,2026-07-03T20:06:00
