sale_id,business_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,event_ts
S000012511,2026-07-06,ST028,C001192,P00189,3,429.28,15,UPI,2026-07-06T18:23:00
S000012512,2026-07-06,ST007,C000577,P00132,5,1619.49,0,WALLET,2026-07-06T13:24:00
S000012513,2026-07-06,ST023,C001344,P00136,5,4327.44,20,UPI,2026-07-06T21:53:00
S000012514,2026-07-06,ST011,C000088,P00234,4,5373.1,20,CARD,2026-07-06T13:00:00
S000012515,2026-07-06,ST006,C001950,P00208,5,5227.72,0,CASH,2026-07-06T09:42:00
S000012516,2026-07-06,ST027,C000130,P00166,2,5464.18,20,CARD,2026-07-06T19:41:00
S000012517,2026-07-06,ST012,C000175,P00062,5,1628.11,0,CASH,2026-07-06T14:09:00
S000012518,2026-07-06,ST029,C000869,P00165,1,6047.23,0,CASH,2026-07-06T14:04:00
S000012519,2026-07-06,ST013,C000531,P00128,2,4758.01,0,CARD,2026-07-06T18:59:00
S000012520,2026-07-06,ST003,C001934,P00075,1,5247.74,10,CASH,2026-07-06T10:00:00
S000012521,2026-07-06,ST026,C001356,P00029,1,2357.94,20,WALLET,2026-07-06T14:07:00
S000012522,2026-07-06,ST002,C000690,P00076,4,3013.92,5,UPI,2026-07-06T16:36:00
S000012523,2026-07-06,ST019,C001377,P00117,1,2380.4,15,WALLET,2026-07-06T14:30:00
S000012524,2026-07-06,ST014,C001467,P00074,4,2067.54,20,CARD,2026-07-06T12:14:00
S000012525,2026-07-06,ST007,C000753,P00216,5,4613.78,20,UPI,2026-07-06T09:05:00
S000012526,2026-07-06,ST021,C000949,P00171,3,2153.42,5,CARD,2026-07-06T14:41:00
S000012527,2026-07-06,ST013,C000177,P00022,3,612.66,0,CARD,2026-07-06T18:01:00
S000012528,2026-07-06,ST017,C000891,P00246,3,2469.19,0,CASH,2026-07-06T10:28:00
S000012529,2026-07-06,ST025,C000606,P00222,3,6250.21,15,WALLET,2026-07-06T16:25:00
S000012530,2026-07-06,ST026,C001318,P00015,5,5720.57,15,UPI,2026-07-06T19:12:00
S000012531,2026-07-06,ST021,C001616,P00129,4,4087.75,15,WALLET,2026-07-06T17:15:00
S000012532,2026-07-06,ST015,C000907,P00063,4,3363.62,5,UPI,2026-07-06T19:29:00
S000012533,2026-07-06,ST024,C000438,P00099,5,2294.61,0,UPI,2026-07-06T10:14:00
S000012534,2026-07-06,ST002,C000128,P00075,5,5247.74,15,CASH,2026-07-06T19:00:00
S000012535,2026-07-06,ST017,C001635,P00013,1,4596.29,0,CARD,2026-07-06T09:00:00
S000012536,2026-07-06,ST024,C001379,P00040,2,6037.12,0,CASH,2026-07-06T19:50:00
S000012537,2026-07-06,ST003,C000396,P00089,3,541.48,0,WALLET,2026-07-06T17:45:00
S000012538,2026-07-06,ST008,C001184,P00128,5,4758.01,15,CARD,2026-07-06T17:00:00
S000012539,2026-07-06,ST003,C000243,P00039,1,6194.85,15,WALLET,2026-07-06T10:22:00
S000012540,2026-07-06,ST002,C000292,P00047,3,5684.89,15,UPI,2026-07-06T14:26:00
S000012541,2026-07-06,ST025,C001490,P00137,5,3547.49,5,UPI,2026-07-06T09:44:00
S000012542,2026-07-06,ST029,C001638,P00291,1,4480.95,15,CARD,2026-07-06T14:57:00
S000012543,2026-07-06,ST019,C000066,P00162,4,1702.89,15,CASH,2026-07-06T12:02:00
S000012544,2026-07-06,ST006,C000923,P00130,4,3009.18,0,CASH,2026-07-06T09:48:00
S000012545,2026-07-06,ST014,C001946,P00037,4,3756.74,10,CASH,2026-07-06T20:13:00
S000012546,2026-07-06,ST026,C001124,P00296,3,636.22,5,CASH,2026-07-06T21:49:00
S000012547,2026-07-06,ST024,C001670,P00067,1,851.67,15,UPI,2026-07-06T13:47:00
S000012548,2026-07-06,ST003,C000376,P00009,1,3929.9,0,WALLET,2026-07-06T11:48:00
S000012549,2026-07-06,ST022,C000671,P00099,4,2294.61,10,WALLET,2026-07-06T10:19:00
S000012550,2026-07-06,ST024,C000058,P00146,2,1384.51,5,CASH,2026-07-06T19:35:00
S000012551,2026-07-06,ST016,C001018,P00087,3,2963.06,5,UPI,2026-07-06T21:21:00
S000012552,2026-07-06,ST018,C000404,P00202,5,1233.8,0,CARD,2026-07-06T11:42:00
S000012553,2026-07-06,ST024,C000988,P00054,4,2250.12,5,CARD,2026-07-06T17:34:00
S000012554,2026-07-06,ST024,C000175,P00135,1,2574.22,15,UPI,2026-07-06T13:53:00
S000012555,2026-07-06,ST026,C000211,P00259,5,1834.48,0,WALLET,2026-07-06T13:15:00
S000012556,2026-07-06,ST025,C000757,P00188,4,5887.03,10,CASH,2026-07-06T10:32:00
S000012557,2026-07-06,ST005,C000529,P00239,4,895.02,10,CARD,2026-07-06T14:18:00
S000012558,2026-07-06,ST002,C001435,P00249,1,5269.8,0,CARD,2026-07-06T11:21:00
S000012559,2026-07-06,ST014,C000041,P00289,4,1538.37,20,CARD,2026-07-06T14:44:00
S000012560,2026-07-06,ST022,C000804,P00162,5,1702.89,15,UPI,2026-07-06T11:35:00
S000012561,2026-07-06,ST005,C001886,P00294,2,1157.16,20,WALLET,2026-07-06T12:12:00
S000012562,2026-07-06,ST004,C001244,P00098,3,3875.14,0,CASH,2026-07-06T14:50:00
S000012563,2026-07-06,ST027,C000260,P00001,1,2225.08,0,WALLET,2026-07-06T12:24:00
S000012564,2026-07-06,ST023,C001795,P00137,1,3547.49,5,CASH,2026-07-06T15:18:00
S000012565,2026-07-06,ST007,C000870,P00105,4,848.58,15,CASH,2026-07-06T12:24:00
S000012566,2026-07-06,ST001,C000957,P00190,4,1237.33,20,WALLET,2026-07-06T14:28:00
S000012567,2026-07-06,ST006,C001923,P00089,4,541.48,0,WALLET,2026-07-06T17:30:00
S000012568,2026-07-06,ST014,C001753,P00001,2,2225.08,0,CARD,2026-07-06T21:22:00
S000012569,2026-07-06,ST016,C001079,P00089,3,541.48,0,CARD,2026-07-06T10:36:00
S000012570,2026-07-06,ST011,C001287,P00186,5,6045.03,10,UPI,2026-07-06T11:01:00
S000012571,2026-07-06,ST017,C000128,P00128,1,4758.01,0,WALLET,2026-07-06T13:53:00
S000012572,2026-07-06,ST025,C001034,P00261,1,3771.65,20,CARD,2026-07-06T13:58:00
S000012573,2026-07-06,ST025,C000507,P00072,1,1770.06,0,CASH,2026-07-06T12:04:00
S000012574,2026-07-06,ST015,C001732,P00018,4,3859.41,20,WALLET,2026-07-06T14:40:00
S000012575,2026-07-06,ST028,C001443,P00047,5,5684.89,0,CASH,2026-07-06T14:07:00
S000012576,2026-07-06,ST021,C001281,P00280,3,3148.75,15,WALLET,2026-07-06T19:53:00
S000012577,2026-07-06,ST002,C001002,P00273,5,4240.59,0,CARD,2026-07-06T12:11:00
S000012578,2026-07-06,ST029,C000257,P00055,3,771.83,0,UPI,2026-07-06T16:15:00
S000012579,2026-07-06,ST022,C000140,P00296,4,636.22,10,UPI,2026-07-06T12:52:00
S000012580,2026-07-06,ST028,C001477,P00179,2,2538.55,0,CARD,2026-07-06T13:08:00
S000012581,2026-07-06,ST013,C001608,P00282,4,1175.29,5,UPI,2026-07-06T21:05:00
S000012582,2026-07-06,ST025,C000477,P00251,2,6496.7,15,WALLET,2026-07-06T12:56:00
S000012583,2026-07-06,ST004,C001398,P00194,1,232.7,5,CASH,2026-07-06T11:37:00
S000012584,2026-07-06,ST006,C001664,P00225,1,2291.71,15,CARD,2026-07-06T11:54:00
S000012585,2026-07-06,ST027,C000465,P00106,2,5602.22,0,UPI,2026-07-06T21:44:00
S000012586,2026-07-06,ST021,C002000,P00273,3,4240.59,0,UPI,2026-07-06T09:07:00
S000012587,2026-07-06,ST020,C001935,P00179,3,2538.55,20,CASH,2026-07-06T10:39:00
S000012588,2026-07-06,ST010,C000193,P00041,5,919.91,0,UPI,2026-07-06T19:38:00
S000012589,2026-07-06,ST019,C000704,P00042,3,3461.27,20,CASH,2026-07-06T18:22:00
S000012590,2026-07-06,ST013,C001976,P00176,4,4798.49,10,CASH,2026-07-06T15:01:00
S000012591,2026-07-06,ST015,C001305,P00007,3,840.17,20,WALLET,2026-07-06T10:37:00
S000012592,2026-07-06,ST017,C001817,P00093,1,3198.32,15,WALLET,2026-07-06T10:29:00
S000012593,2026-07-06,ST006,C001179,P00062,5,1628.11,20,WALLET,2026-07-06T15:16:00
S000012594,2026-07-06,ST007,C000262,P00223,4,4775.33,20,WALLET,2026-07-06T19:18:00
S000012595,2026-07-06,ST027,C001380,P00045,4,6722.43,0,CARD,2026-07-06T18:23:00
S000012596,2026-07-06,ST009,C001784,P00181,1,444.42,5,UPI,2026-07-06T16:29:00
S000012597,2026-07-06,ST027,C001165,P00245,3,3514.48,15,CASH,2026-07-06T10:39:00
S000012598,2026-07-06,ST003,C000361,P00292,1,594.48,15,UPI,2026-07-06T13:56:00
S000012599,2026-07-06,ST021,C001869,P00101,1,1988.09,5,CARD,2026-07-06T11:51:00
S000012600,2026-07-06,ST010,C000490,P00183,2,5047.63,10,UPI,2026-07-06T13:52:00
S000012601,2026-07-06,ST021,C000758,P00203,3,3584.06,20,CARD,2026-07-06T18:15:00
S000012602,2026-07-06,ST014,C001416,P00087,5,2963.06,0,UPI,2026-07-06T11:46:00
S000012603,2026-07-06,ST026,C001280,P00125,2,2512.74,15,WALLET,2026-07-06T12:28:00
S000012604,2026-07-06,ST016,C000322,P00232,3,940.91,5,CASH,2026-07-06T10:51:00
S000012605,2026-07-06,ST030,C001956,P00121,1,4472.23,0,WALLET,2026-07-06T18:27:00
S000012606,2026-07-06,ST014,C001222,P00275,5,2747.08,10,UPI,2026-07-06T13:02:00
S000012607,2026-07-06,ST018,C000241,P00050,4,3846.85,20,UPI,2026-07-06T15:44:00
S000012608,2026-07-06,ST010,C001022,P00124,1,2903.79,10,UPI,2026-07-06T13:05:00
S000012609,2026-07-06,ST013,C001115,P00209,3,741.96,15,CASH,2026-07-06T14:40:00
S000012610,2026-07-06,ST019,C001669,P00215,2,6157.31,10,CASH,2026-07-06T10:59:00
S000012611,2026-07-06,ST030,C001510,P00047,1,5684.89,0,CARD,2026-07-06T13:20:00
S000012612,2026-07-06,ST027,C001174,P00295,2,3210.29,20,CARD,2026-07-06T14:25:00
S000012613,2026-07-06,ST011,C001521,P00262,3,385.67,5,CARD,2026-07-06T16:47:00
S000012614,2026-07-06,ST006,C001450,P00086,3,121.55,15,CASH,2026-07-06T11:02:00
S000012615,2026-07-06,ST011,C000674,P00073,2,4747.54,20,UPI,2026-07-06T21:00:00
S000012616,2026-07-06,ST030,C001624,P00030,1,2623.49,0,WALLET,2026-07-06T19:17:00
S000012617,2026-07-06,ST008,C000989,P00034,2,1193.43,10,CASH,2026-07-06T10:35:00
S000012618,2026-07-06,ST014,C000812,P00179,2,2538.55,0,WALLET,2026-07-06T18:26:00
S000012619,2026-07-06,ST022,C001551,P00062,5,1628.11,10,UPI,2026-07-06T21:11:00
S000012620,2026-07-06,ST011,C001434,P00253,4,3265.89,5,CASH,2026-07-06T20:57:00
S000012621,2026-07-06,ST013,C000740,P00051,1,4155.89,10,CARD,2026-07-06T11:52:00
S000012622,2026-07-06,ST014,C001588,P00038,1,2716.13,10,CASH,2026-07-06T13:47:00
S000012623,2026-07-06,ST020,C000724,P00057,3,1850.58,20,UPI,2026-07-06T11:28:00
S000012624,2026-07-06,ST026,C001446,P00033,1,1757.5,20,UPI,2026-07-06T17:44:00
S000012625,2026-07-06,ST004,C000864,P00134,2,4548.33,0,CASH,2026-07-06T19:09:00
S000012626,2026-07-06,ST004,C000672,P00262,2,385.67,5,UPI,2026-07-06T16:51:00
S000012627,2026-07-06,ST011,C000401,P00148,1,2110.61,0,WALLET,2026-07-06T16:17:00
S000012628,2026-07-06,ST005,C001618,P00187,5,233.92,10,WALLET,2026-07-06T18:16:00
S000012629,2026-07-06,ST002,C000643,P00277,4,4551.73,5,WALLET,2026-07-06T19:04:00
S000012630,2026-07-06,ST006,C000120,P00203,1,3584.06,20,CARD,2026-07-06T10:12:00
S000012631,2026-07-06,ST004,C000369,P00234,1,5373.1,20,CASH,2026-07-06T11:44:00
S000012632,2026-07-06,ST017,C001061,P00079,1,2621.56,0,CASH,2026-07-06T10:32:00
S000012633,2026-07-06,ST030,C000029,P00204,5,660.34,0,WALLET,2026-07-06T12:39:00
S000012634,2026-07-06,ST017,C001330,P00194,2,232.7,5,CASH,2026-07-06T12:15:00
S000012635,2026-07-06,ST029,C000913,P00118,3,6214.06,20,CARD,2026-07-06T17:28:00
S000012636,2026-07-06,ST023,C000426,P00234,5,5373.1,0,WALLET,2026-07-06T13:28:00
S000012637,2026-07-06,ST014,C001237,P00209,3,741.96,0,CARD,2026-07-06T11:24:00
S000012638,2026-07-06,ST027,C000723,P00120,1,418.4,10,WALLET,2026-07-06T12:21:00
S000012639,2026-07-06,ST023,C001758,P00139,3,1419.92,0,CASH,2026-07-06T20:16:00
S000012640,2026-07-06,ST014,C001680,P00166,5,5464.18,20,CARD,2026-07-06T10:05:00
S000012641,2026-07-06,ST017,C000038,P00248,3,3790.41,15,WALLET,2026-07-06T11:52:00
S000012642,2026-07-06,ST027,C001666,P00158,2,5072.98,10,WALLET,2026-07-06T15:37:00
S000012643,2026-07-06,ST012,C001353,P00011,3,1370.88,0,CASH,2026-07-06T14:56:00
S000012644,2026-07-06,ST019,C000263,P00266,3,2576.59,0,CASH,2026-07-06T17:50:00
S000012645,2026-07-06,ST014,C001139,P00126,2,416.89,15,CARD,2026-07-06T18:24:00
S000012646,2026-07-06,ST006,C001413,P00020,5,1647.39,5,UPI,2026-07-06T20:48:00
S000012647,2026-07-06,ST030,C001151,P00212,1,1378.24,20,UPI,2026-07-06T18:01:00
S000012648,2026-07-06,ST001,C001031,P00071,2,686.58,20,WALLET,2026-07-06T13:36:00
S000012649,2026-07-06,ST028,C001516,P00252,3,2446.12,15,CASH,2026-07-06T15:30:00
S000012650,2026-07-06,ST008,C000878,P00031,5,2536.83,15,CARD,2026-07-06T09:04:00
S000012651,2026-07-06,ST002,C000495,P00032,5,1508.29,10,CASH,2026-07-06T14:22:00
S000012652,2026-07-06,ST013,C000427,P00223,5,4775.33,10,WALLET,2026-07-06T09:05:00
S000012653,2026-07-06,ST006,C000022,P00186,4,6045.03,20,UPI,2026-07-06T12:41:00
S000012654,2026-07-06,ST017,C001645,P00125,1,2512.74,15,CARD,2026-07-06T18:54:00
S000012655,2026-07-06,ST005,C001699,P00108,1,4848.32,15,CASH,2026-07-06T16:51:00
S000012656,2026-07-06,ST002,C000436,P00290,1,426.03,0,CARD,2026-07-06T10:31:00
S000012657,2026-07-06,ST024,C001818,P00033,4,1757.5,5,CASH,2026-07-06T17:54:00
S000012658,2026-07-06,ST007,C000291,P00202,5,1233.8,0,WALLET,2026-07-06T21:09:00
S000012659,2026-07-06,ST004,C001473,P00277,1,4551.73,20,CASH,2026-07-06T11:46:00
S000012660,2026-07-06,ST028,C000604,P00192,1,2575.15,15,CASH,2026-07-06T20:47:00
S000012661,2026-07-06,ST002,C000227,P00046,4,2314.62,15,CASH,2026-07-06T15:28:00
S000012662,2026-07-06,ST009,C000757,P00047,3,5684.89,0,CASH,2026-07-06T09:12:00
S000012663,2026-07-06,ST024,C001464,P00059,5,830.7,15,UPI,2026-07-06T11:34:00
S000012664,2026-07-06,ST007,C000235,P00244,5,2707.73,0,WALLET,2026-07-06T13:17:00
S000012665,2026-07-06,ST001,C000377,P00137,1,3547.49,15,WALLET,2026-07-06T18:32:00
S000012666,2026-07-06,ST019,C001995,P00007,1,840.17,0,UPI,2026-07-06T16:48:00
S000012667,2026-07-06,ST002,C000428,P00028,3,6044.05,5,CASH,2026-07-06T20:42:00
S000012668,2026-07-06,ST006,C001785,P00089,4,541.48,0,CASH,2026-07-06T19:10:00
S000012669,2026-07-06,ST028,C001765,P00277,4,4551.73,10,UPI,2026-07-06T20:37:00
S000012670,2026-07-06,ST018,C000699,P00181,4,444.42,0,WALLET,2026-07-06T12:34:00
S000012671,2026-07-06,ST027,C001248,P00190,3,1237.33,5,CASH,2026-07-06T16:01:00
S000012672,2026-07-06,ST014,C000395,P00204,4,660.34,20,WALLET,2026-07-06T12:16:00
S000012673,2026-07-06,ST030,C000463,P00134,4,4548.33,0,UPI,2026-07-06T21:22:00
S000012674,2026-07-06,ST020,C001827,P00067,1,851.67,20,WALLET,2026-07-06T15:09:00
S000012675,2026-07-06,ST011,C000535,P00187,4,233.92,10,CASH,2026-07-06T11:09:00
S000012676,2026-07-06,ST014,C001390,P00107,5,6548.63,10,CARD,2026-07-06T11:14:00
S000012677,2026-07-06,ST009,C001777,P00108,2,4848.32,10,CASH,2026-07-06T09:48:00
S000012678,2026-07-06,ST024,C000414,P00143,2,575.49,0,WALLET,2026-07-06T15:11:00
S000012679,2026-07-06,ST008,C001024,P00154,5,1523.35,10,UPI,2026-07-06T19:07:00
S000012680,2026-07-06,ST019,C000579,P00051,5,4155.89,15,CARD,2026-07-06T11:06:00
S000012681,2026-07-06,ST021,C000105,P00067,4,851.67,10,WALLET,2026-07-06T17:23:00
S000012682,2026-07-06,ST020,C000570,P00248,4,3790.41,5,CARD,2026-07-06T20:13:00
S000012683,2026-07-06,ST006,C001747,P00055,3,771.83,0,CASH,2026-07-06T13:14:00
S000012684,2026-07-06,ST006,C001312,P00156,4,4725.8,0,CASH,2026-07-06T12:24:00
S000012685,2026-07-06,ST029,C001875,P00161,2,3686.71,20,CARD,2026-07-06T09:27:00
S000012686,2026-07-06,ST013,C000146,P00256,3,4352.39,10,WALLET,2026-07-06T21:58:00
S000012687,2026-07-06,ST025,C000492,P00192,1,2575.15,10,CASH,2026-07-06T12:10:00
S000012688,2026-07-06,ST021,C001207,P00097,2,4834.74,10,CARD,2026-07-06T21:19:00
S000012689,2026-07-06,ST007,C001643,P00207,1,4058.06,0,UPI,2026-07-06T16:25:00
S000012690,2026-07-06,ST006,C000453,P00116,1,3204.03,20,CASH,2026-07-06T18:06:00
S000012691,2026-07-06,ST016,C001339,P00155,2,1364.08,0,UPI,2026-07-06T16:47:00
S000012692,2026-07-06,ST019,C000427,P00015,3,5720.57,0,CASH,2026-07-06T12:14:00
